Suburb,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Price
Ivanhoe East,4,h,S,Fletchers,2016-10-08 00:00:00.000,9,3079,4,2,2,830,315,1950,Banyule,1660000
Ivanhoe East,4,h,S,Miles,2016-11-12 00:00:00.000,9,3079,4,2,2,1004,247,1935,Banyule,2200000
Ivanhoe East,4,h,PI,Nelson,2016-06-18 00:00:00.000,9,3079,4,3,2,583,318,1975,Banyule,1875000
Ivanhoe East,5,h,S,hockingstuart,2016-05-22 00:00:00.000,9,3079,4,3,3,826,250,1955,Banyule,1797000
Ivanhoe East,3,t,VB,Nelson,2016-08-22 00:00:00.000,9,3079,3,2,1,180,165,2012,Banyule,1050000
Jacana,3,h,S,YPA,2017-03-04 00:00:00.000,14.5,3047,3,1,0,610,121,1955,Hume,551000
Jacana,3,h,PI,Barry,2016-05-07 00:00:00.000,14.5,3047,3,1,2,600,110,1950,Hume,350000
Jacana,3,h,S,Barry,2016-04-16 00:00:00.000,14.5,3047,3,1,2,650,90,1975,Hume,425000
Jacana,3,h,S,Woodards,2016-05-22 00:00:00.000,14.5,3047,3,1,2,647,173,1960,Hume,600000
Jacana,3,h,PI,Eview,2016-09-24 00:00:00.000,14.5,3047,3,1,1,601,92,1960,Hume,460000
Jacana,3,h,S,Barry,2017-02-25 00:00:00.000,14.5,3047,3,1,3,624,93,1966,Hume,611000
Jacana,3,h,S,YPA,2016-11-27 00:00:00.000,14.5,3047,3,1,2,598,92,1965,Hume,495000
Jacana,2,h,S,YPA,2016-05-28 00:00:00.000,14.5,3047,2,1,2,729,88,1960,Hume,472500
Kingsbury,3,u,PI,Darren,2016-12-03 00:00:00.000,12.4,3083,3,2,1,218,110,2004,Darebin,480000
Kingsbury,3,h,S,Barry,2016-10-08 00:00:00.000,12.4,3083,2,1,1,907,165,1960,Darebin,980000
Kingsbury,4,h,S,Ray,2016-11-12 00:00:00.000,12.4,3083,4,1,1,465,120,1970,Darebin,610000
Kingsbury,3,h,S,Barry,2016-08-28 00:00:00.000,12.4,3083,3,2,1,468,153,1970,Darebin,607500
Kingsville,2,h,SP,Sweeney,2016-12-03 00:00:00.000,7.8,3012,2,2,1,180,179,2011,Maribyrnong,677200
Kingsville,3,h,S,Jas,2016-06-04 00:00:00.000,7.8,3012,2,2,2,269,123,1915,Maribyrnong,1155000
Kingsville,3,h,S,Village,2016-08-06 00:00:00.000,7.8,3012,2,1,1,259,105,1940,Maribyrnong,817000
Keilor East,4,h,S,Barry,2016-05-14 00:00:00.000,12.8,3033,4,2,2,776,268,1980,Moonee Valley,1010000
Keilor East,4,h,S,Nelson,2016-04-16 00:00:00.000,12.8,3033,4,2,3,708,184,1990,Moonee Valley,835000
Keilor East,3,t,S,Barry,2016-04-16 00:00:00.000,12.8,3033,3,2,1,440,156,1995,Moonee Valley,705000
Keilor East,3,t,SP,Nelson,2017-03-18 00:00:00.000,12.8,3033,3,2,2,224,154,1998,Moonee Valley,680000
Keilor East,3,h,S,Barry,2016-06-18 00:00:00.000,12.8,3033,3,1,2,606,141,1965,Moonee Valley,785000
Keilor East,3,h,S,Barry,2016-11-19 00:00:00.000,12.8,3033,3,2,2,716,154,1970,Moonee Valley,695000
Keilor East,2,u,S,Nelson,2016-05-22 00:00:00.000,12.8,3033,5,1,2,0,85,1990,Moonee Valley,502000
Keilor East,4,h,S,Nelson,2016-05-22 00:00:00.000,12.8,3033,4,2,2,546,174,1970,Moonee Valley,770000
Keilor East,3,h,SP,HAR,2016-05-22 00:00:00.000,12.8,3033,3,1,2,542,120,1970,Moonee Valley,570000
Keilor East,4,h,S,Moonee,2016-08-22 00:00:00.000,12.8,3033,4,2,2,686,198,1995,Moonee Valley,830000
Keilor East,3,h,S,Bells,2016-08-22 00:00:00.000,12.8,3033,3,1,1,565,125,1970,Moonee Valley,600000
Keilor East,3,h,S,Nelson,2016-04-23 00:00:00.000,12.8,3033,3,2,1,630,126,2017,Moonee Valley,825000
Keilor East,4,h,SP,Nelson,2016-09-24 00:00:00.000,12.8,3033,4,2,2,547,184,2000,Moonee Valley,735000
Keilor East,3,h,PI,Barry,2016-07-26 00:00:00.000,12.8,3033,3,2,2,928,130,1970,Moonee Valley,875000
Keilor East,3,h,S,Nelson,2016-06-27 00:00:00.000,12.8,3033,4,1,1,554,147,1960,Moonee Valley,601200
Keilor East,3,h,S,Nelson,2016-06-27 00:00:00.000,12.8,3033,3,1,2,558,105,1980,Moonee Valley,680000
Keilor East,3,h,S,Nelson,2016-05-28 00:00:00.000,12.8,3033,3,1,2,616,201,1970,Moonee Valley,705000
Keilor East,3,t,SP,Nelson,2016-08-28 00:00:00.000,12.8,3033,3,2,1,320,133,2013,Moonee Valley,710000
Keilor East,4,h,S,Nelson,2016-08-28 00:00:00.000,12.8,3033,4,2,2,544,233,1980,Moonee Valley,732000
Keilor East,3,h,SP,Moonee,2016-07-30 00:00:00.000,12.8,3033,3,2,4,598,123,1970,Moonee Valley,715000
Kensington,3,h,S,Nelson,2016-09-03 00:00:00.000,4.2,3031,3,1,1,166,138,2000,Melbourne,852000
Kensington,3,h,S,Rendina,2016-09-03 00:00:00.000,4.2,3031,3,1,1,188,106,1910,Melbourne,1037000
Kensington,3,h,S,Nelson,2017-03-04 00:00:00.000,4.2,3031,3,1,1,199,121,1910,Melbourne,1470000
Kensington,2,u,S,Pagan,2016-06-04 00:00:00.000,4.2,3031,2,1,1,0,81,2008,Melbourne,492500
Kensington,2,u,VB,Alexkarbon,2016-06-04 00:00:00.000,4.2,3031,2,1,1,0,55,1970,Melbourne,420000
Kensington,2,u,SP,Nelson,2016-08-06 00:00:00.000,4.2,3031,2,1,1,0,80,2002,Melbourne,420000
Kensington,3,h,S,Edward,2016-05-07 00:00:00.000,4.2,3031,3,1,1,284,113,1900,Melbourne,1271000
Kensington,3,h,PI,Edward,2016-05-07 00:00:00.000,4.2,3031,3,1,0,234,104,1900,Melbourne,1010000
Kensington,2,t,S,Rendina,2016-05-07 00:00:00.000,4.2,3031,2,1,1,325,112,2002,Melbourne,750000
Kensington,2,h,S,Edward,2016-10-08 00:00:00.000,4.2,3031,2,2,1,138,126,1999,Melbourne,905000
Kensington,2,h,S,Nelson,2016-10-08 00:00:00.000,4.2,3031,2,1,1,174,72,1900,Melbourne,960000
Kensington,2,h,SP,Woodards,2016-10-08 00:00:00.000,4.2,3031,2,1,1,163,99,1900,Melbourne,1031000
Kensington,3,h,S,Greg,2016-10-08 00:00:00.000,4.2,3031,3,1,1,211,95,1992,Melbourne,870000
Kensington,3,h,S,Nelson,2016-09-10 00:00:00.000,4.2,3031,3,1,0,239,135,1910,Melbourne,1165000
Kensington,5,h,PI,Nelson,2016-09-10 00:00:00.000,4.2,3031,5,2,2,566,270,1890,Melbourne,1710000
Kensington,3,h,S,Jellis,2016-12-10 00:00:00.000,4.2,3031,3,1,0,275,120,1900,Melbourne,1455000
Kensington,1,u,VB,Edward,2016-12-10 00:00:00.000,4.2,3031,1,1,1,0,47,2012,Melbourne,365000
Kensington,2,u,S,Nelson,2016-12-10 00:00:00.000,4.2,3031,2,2,1,3448,71,2010,Melbourne,442000
Kensington,2,h,S,Nardella,2016-12-10 00:00:00.000,4.2,3031,2,1,2,158,76,1965,Melbourne,765000
Kensington,2,u,SP,Pagan,2017-02-11 00:00:00.000,4.2,3031,2,1,1,3957,81,2010,Melbourne,515000
Kensington,1,u,VB,Edward,2016-06-12 00:00:00.000,4.2,3031,1,1,1,0,50,2012,Melbourne,370000
Kensington,2,h,SP,Nelson,2016-08-13 00:00:00.000,4.2,3031,2,2,2,169,127,2008,Melbourne,1234500
Kensington,2,u,S,Nelson,2016-08-13 00:00:00.000,4.2,3031,2,1,2,1111,92,1998,Melbourne,666000
Kensington,2,h,S,Rendina,2016-05-14 00:00:00.000,4.2,3031,2,1,1,211,88,1915,Melbourne,825000
Kensington,2,t,SP,Rendina,2016-04-16 00:00:00.000,4.2,3031,2,1,0,132,79,1887,Melbourne,812000
Kensington,5,h,VB,Nelson,2016-04-16 00:00:00.000,4.2,3031,5,2,2,566,270,1890,Melbourne,1900000
Kensington,1,u,S,Jellis,2017-03-18 00:00:00.000,4.2,3031,1,1,0,0,67,1997,Moonee Valley,445000
Kensington,2,h,SP,Nelson,2016-06-18 00:00:00.000,4.2,3031,3,2,1,94,130,2002,Melbourne,732000
Kensington,3,h,S,Nelson,2016-11-19 00:00:00.000,4.2,3031,3,2,2,250,147,1900,Melbourne,1260000
Kensington,3,h,SP,Nelson,2016-11-19 00:00:00.000,4.2,3031,3,2,2,211,132,1997,Melbourne,1000000
Kensington,2,h,SP,Edward,2016-11-19 00:00:00.000,4.2,3031,2,1,1,197,101,1890,Moonee Valley,1155000
Kensington,3,t,SP,Edward,2016-08-22 00:00:00.000,4.2,3031,3,2,2,1181,136,2003,Melbourne,790000
Kensington,2,t,VB,Nelson,2016-08-22 00:00:00.000,4.2,3031,2,2,1,324,97,2009,Melbourne,700000
Kensington,3,h,S,Nelson,2016-08-22 00:00:00.000,4.2,3031,3,1,1,312,109,1915,Melbourne,1230000
Kensington,2,u,SP,Rendina,2016-04-23 00:00:00.000,4.2,3031,2,1,1,0,84,2010,Melbourne,460000
Kensington,2,u,PI,Nelson,2016-04-23 00:00:00.000,4.2,3031,2,1,1,0,80,2002,Melbourne,395000
Kensington,2,h,SP,Nelson,2016-09-24 00:00:00.000,4.2,3031,2,1,1,169,90,1900,Melbourne,850000
Kensington,2,h,S,Nelson,2017-02-25 00:00:00.000,4.2,3031,2,1,1,97,103,2000,Melbourne,868000
Kensington,2,t,S,Rendina,2016-07-26 00:00:00.000,4.2,3031,2,1,1,0,90,1970,Melbourne,773000
Kensington,2,u,S,Alexkarbon,2016-06-27 00:00:00.000,4.2,3031,2,2,1,2136,94,2012,Melbourne,631090
Kensington,2,u,PI,Rendina,2016-06-27 00:00:00.000,4.2,3031,2,1,1,0,86,2000,Melbourne,410000
Kensington,2,u,S,Rendina,2016-11-27 00:00:00.000,4.2,3031,2,1,1,0,59,2006,Melbourne,425000
Kew,2,u,SP,Nelson,2017-03-04 00:00:00.000,5.6,3101,2,1,1,745,72,1968,Boroondara,610000
Kew,3,u,S,Marshall,2016-06-04 00:00:00.000,5.6,3101,3,2,2,0,141,1950,Boroondara,882000
Kew,4,h,VB,Jellis,2016-11-07 00:00:00.000,5.6,3101,4,3,4,992,374,1935,Boroondara,3550000
Kew,2,h,S,Nelson,2016-11-07 00:00:00.000,5.6,3101,2,1,2,405,80,1890,Boroondara,1326000
Kew,4,h,VB,Kay,2016-10-08 00:00:00.000,5.6,3101,3,2,2,400,251,2000,Boroondara,1950000
Kew,4,h,S,Jellis,2016-09-10 00:00:00.000,5.6,3101,4,2,2,603,220,1930,Boroondara,2550000
Kew,3,h,SP,Jellis,2016-09-10 00:00:00.000,5.6,3101,3,2,1,392,426,2015,Boroondara,1878000
Kew,4,h,PI,Bekdon,2016-12-10 00:00:00.000,5.6,3101,4,3,2,277,199,2016,Boroondara,1910000
Kew,3,h,S,Jellis,2016-12-10 00:00:00.000,5.6,3101,3,1,2,304,127,1885,Boroondara,1410000
Kew,3,h,S,Walsh,2016-12-10 00:00:00.000,5.6,3101,3,1,2,782,175,1920,Boroondara,2310000
Kew,4,h,S,Marshall,2017-03-11 00:00:00.000,5.6,3101,4,2,0,364,183,1900,Boroondara,2315000
Kew,3,t,S,LITTLE,2016-11-12 00:00:00.000,5.6,3101,3,2,2,848,97,1970,Boroondara,800000
Kew,5,h,S,Caine,2016-11-12 00:00:00.000,5.6,3101,5,4,4,957,400,1930,Boroondara,4850000
Kew,6,h,S,Jellis,2016-08-13 00:00:00.000,5.6,3101,6,6,3,1334,365,1890,Boroondara,6500000
Kew,2,u,PI,Nelson,2016-08-13 00:00:00.000,5.6,3101,2,1,1,0,90,1970,Boroondara,580000
Kew,3,h,S,Abercromby's,2016-05-14 00:00:00.000,5.6,3101,4,2,2,591,190,1910,Boroondara,1905000
Kew,2,u,S,Fletchers,2016-05-14 00:00:00.000,5.6,3101,1,1,1,0,51,1970,Boroondara,478000
Kew,2,u,S,RT,2016-10-15 00:00:00.000,5.6,3101,2,1,1,0,77,1966,Boroondara,672000
Kew,4,h,S,Jellis,2016-10-15 00:00:00.000,5.6,3101,4,3,2,712,237,1975,Boroondara,2286000
Kew,3,h,PI,Marshall,2016-10-15 00:00:00.000,5.6,3101,3,2,2,397,80,1940,Boroondara,1575000
Kew,2,u,SP,Jellis,2016-10-15 00:00:00.000,5.6,3101,2,1,1,0,80,1975,Boroondara,590000
Kew,4,h,VB,Jellis,2016-09-17 00:00:00.000,5.6,3101,4,2,2,861,358,1983,Boroondara,2350000
Kew,4,h,PI,RT,2016-09-17 00:00:00.000,5.6,3101,4,2,1,687,180,1955,Boroondara,1312000
Kew,2,u,S,Jellis,2016-09-17 00:00:00.000,5.6,3101,2,2,1,89,87,1965,Boroondara,890000
Kew,2,h,S,Nelson,2016-09-17 00:00:00.000,5.6,3101,2,1,1,424,89,1940,Boroondara,1331000
Kew,4,h,VB,Kay,2016-09-17 00:00:00.000,5.6,3101,5,2,2,586,187,1940,Boroondara,1800000
Kew,3,h,S,Jellis,2017-03-18 00:00:00.000,5.6,3101,3,2,2,288,203,1997,Boroondara,1476000
Kew,4,h,S,Marshall,2017-03-18 00:00:00.000,5.6,3101,4,2,2,660,215,1928,Boroondara,2590000
Kew,4,h,PI,Marshall,2017-03-18 00:00:00.000,5.6,3101,4,2,2,717,225,1890,Boroondara,2625000
Kew,4,h,S,Jellis,2017-03-18 00:00:00.000,5.6,3101,4,1,1,650,242,1930,Boroondara,2265000
Kew,5,h,S,Kay,2016-06-18 00:00:00.000,5.6,3101,3,2,1,531,1022,1890,Boroondara,1975000
Kew,5,h,PI,Marshall,2016-06-18 00:00:00.000,5.6,3101,5,4,2,597,342,2016,Boroondara,2550000
Kew,3,t,PI,Jellis,2016-11-19 00:00:00.000,5.6,3101,3,2,2,205,184,1995,Boroondara,1330000
Kew,3,h,VB,Jellis,2016-05-22 00:00:00.000,5.6,3101,3,2,2,247,204,1998,Boroondara,1450000
Kew,3,h,VB,Jellis,2016-08-22 00:00:00.000,5.6,3101,3,2,3,1353,282,1960,Boroondara,3650000
Kew,2,u,S,Jellis,2016-04-23 00:00:00.000,5.6,3101,2,1,2,0,86,1992,Boroondara,551000
Kew,4,h,S,Marshall,2016-09-24 00:00:00.000,5.6,3101,4,4,2,737,293,1910,Boroondara,2460000
Kew,4,h,S,Marshall,2017-02-25 00:00:00.000,5.6,3101,4,2,4,690,248,1890,Boroondara,2850000
Kew,5,h,VB,Jellis,2017-02-25 00:00:00.000,5.6,3101,5,2,2,534,237,1890,Boroondara,2425000
Kew,2,u,SP,Nelson,2017-02-25 00:00:00.000,5.6,3101,2,1,1,745,72,1968,Boroondara,610000
Kew,3,u,S,Marshall,2017-02-25 00:00:00.000,5.6,3101,3,2,2,140,121,1980,Boroondara,955000
Kew,2,t,S,Jellis,2016-07-26 00:00:00.000,5.6,3101,2,1,1,124,86,1992,Boroondara,707500
Kew,3,t,S,Nelson,2016-07-26 00:00:00.000,5.6,3101,3,1,1,904,110,1980,Boroondara,732000
Kew,2,h,S,Jellis,2016-06-27 00:00:00.000,5.6,3101,2,1,1,1065,90,1910,Boroondara,2875000
Kew,3,h,PI,Marshall,2016-11-27 00:00:00.000,5.6,3101,3,1,2,857,130,1941,Boroondara,1500000
Kew,4,h,S,hockingstuart,2016-11-27 00:00:00.000,5.6,3101,4,3,2,641,230,2010,Boroondara,1750000
Kew,3,u,S,Jellis,2016-11-27 00:00:00.000,5.6,3101,3,1,1,0,115,1935,Boroondara,1100000
Kew,3,h,S,Kay,2016-11-27 00:00:00.000,5.6,3101,3,1,1,298,130,1900,Boroondara,1440000
Kew,4,h,PI,Jellis,2016-11-27 00:00:00.000,5.6,3101,4,3,4,670,346,1990,Boroondara,2560000
Kew,5,h,VB,hockingstuart,2016-11-27 00:00:00.000,5.6,3101,5,2,2,674,281,1959,Boroondara,2600000
Kew,5,h,PI,Marshall,2016-11-27 00:00:00.000,5.6,3101,4,5,2,480,147,1979,Boroondara,3280000
Kew,3,u,VB,hockingstuart,2016-05-28 00:00:00.000,5.6,3101,3,1,1,0,112,1970,Boroondara,620000
Kew,4,h,VB,Kay,2016-08-28 00:00:00.000,5.6,3101,4,3,2,700,700,1992,Boroondara,2600000
Kew,5,h,PI,Marshall,2016-08-28 00:00:00.000,5.6,3101,5,2,3,920,241,1900,Boroondara,2800000
Kew,3,h,S,Marshall,2016-08-28 00:00:00.000,5.6,3101,3,2,2,275,153,1999,Boroondara,1420000
Kew,3,h,PI,Jellis,2016-08-28 00:00:00.000,5.6,3101,4,2,1,336,139,1910,Boroondara,1800000
Kew,1,u,VB,Jellis,2016-07-30 00:00:00.000,5.6,3101,1,1,1,0,55,2005,Boroondara,395000
Kew,4,h,S,Marshall,2016-07-30 00:00:00.000,5.6,3101,4,3,2,741,307,1890,Boroondara,2250000
Kew East,5,h,VB,hockingstuart,2016-06-04 00:00:00.000,7.5,3102,5,2,3,711,253,1940,Boroondara,1950000
Kew East,2,u,S,Nelson,2016-05-07 00:00:00.000,7.5,3102,2,1,1,0,83,1960,Boroondara,605000
Kew East,3,h,S,Jellis,2016-12-10 00:00:00.000,7.5,3102,3,1,2,672,152,1940,Boroondara,1920000
Kew East,3,h,S,Nelson,2016-08-13 00:00:00.000,7.5,3102,3,1,1,702,127,1933,Boroondara,1615000
Kew East,4,h,S,Nelson,2016-04-16 00:00:00.000,7.5,3102,3,4,3,948,311,1960,Boroondara,2081000
Kew East,4,h,SP,Nelson,2016-09-17 00:00:00.000,7.5,3102,4,2,2,458,200,1930,Boroondara,1315000
Kew East,3,h,S,Jellis,2016-09-17 00:00:00.000,7.5,3102,3,2,4,611,160,1930,Boroondara,1750000
Kew East,5,h,VB,Nelson,2016-06-18 00:00:00.000,7.5,3102,5,3,2,695,360,1950,Boroondara,2100000
Kew East,6,h,VB,Noel,2016-05-22 00:00:00.000,7.5,3102,6,3,2,730,310,1968,Boroondara,1300000
Kew East,4,h,SP,Nelson,2016-09-24 00:00:00.000,7.5,3102,4,2,2,458,200,1930,Boroondara,1315000
Kew East,3,t,S,Fletchers,2017-02-25 00:00:00.000,7.5,3102,3,2,2,248,167,2012,Boroondara,1620000
Maidstone,3,t,S,Jas,2016-09-03 00:00:00.000,9.2,3012,3,2,2,165,161,2007,Maribyrnong,615000
Maidstone,3,h,S,Burnham,2016-09-03 00:00:00.000,9.2,3012,3,1,1,576,128,1970,Maribyrnong,715000
Maidstone,4,h,S,Rendina,2016-09-03 00:00:00.000,9.2,3012,4,2,2,308,185,2012,Maribyrnong,826000
Maidstone,2,u,PI,Burnham,2016-12-03 00:00:00.000,9.2,3012,2,1,1,1972,63,1960,Maribyrnong,275000
Maidstone,2,h,S,Jas,2016-12-03 00:00:00.000,9.2,3012,2,1,0,163,69,1920,Maribyrnong,711000
Maidstone,3,t,SP,Sweeney,2017-03-04 00:00:00.000,9.2,3012,3,2,1,156,124,2012,Maribyrnong,695000
Maidstone,3,h,SP,Jas,2016-06-04 00:00:00.000,9.2,3012,3,1,2,306,91,1960,Maribyrnong,490000
Maidstone,2,h,SP,Sweeney,2016-10-08 00:00:00.000,9.2,3012,2,1,1,144,79,2005,Maribyrnong,502000
Maidstone,3,h,S,Sweeney/Advantage,2016-10-08 00:00:00.000,9.2,3012,2,2,1,239,121,1955,Maribyrnong,721000
Maidstone,3,h,S,Nelson,2016-12-10 00:00:00.000,9.2,3012,3,1,1,584,81,1900,Maribyrnong,840000
Maidstone,2,u,SP,Biggin,2017-02-11 00:00:00.000,9.2,3012,2,1,1,0,70,2009,Maribyrnong,335000
Maidstone,3,h,SP,Sweeney,2016-11-12 00:00:00.000,9.2,3012,3,1,2,300,125,1950,Maribyrnong,832000
Maidstone,2,h,SP,Jas,2016-08-13 00:00:00.000,9.2,3012,2,1,2,270,95,1900,Maribyrnong,646000
Maidstone,3,h,SP,Biggin,2016-05-14 00:00:00.000,9.2,3012,3,1,2,285,107,1910,Maribyrnong,673000
Maidstone,3,h,S,Burnham,2016-10-15 00:00:00.000,9.2,3012,3,1,2,214,146,2007,Maribyrnong,695000
Maidstone,2,u,PI,hockingstuart,2016-04-16 00:00:00.000,9.2,3012,2,1,1,0,69,2011,Maribyrnong,349000
Maidstone,3,t,PI,Biggin,2016-09-17 00:00:00.000,9.2,3012,3,1,2,210,121,2012,Maribyrnong,555000
Maidstone,2,u,S,hockingstuart,2017-03-18 00:00:00.000,9.2,3012,2,1,1,15100,66,2012,Maribyrnong,352500
Maidstone,5,h,S,Biggin,2016-11-19 00:00:00.000,9.2,3012,5,3,2,527,358,2009,Maribyrnong,1350000
Maidstone,2,t,SP,Sweeney,2016-08-22 00:00:00.000,9.2,3012,2,1,2,118,91,2014,Maribyrnong,510000
Maidstone,3,h,SP,Biggin,2016-07-26 00:00:00.000,9.2,3012,3,1,2,269,80,1960,Maribyrnong,490000
Maidstone,4,h,S,Sweeney,2016-05-28 00:00:00.000,9.2,3012,4,1,1,595,80,1950,Maribyrnong,675000
Maidstone,3,h,SP,Jas,2016-08-28 00:00:00.000,9.2,3012,3,1,3,381,121,1940,Maribyrnong,865000
Maidstone,2,t,S,Jas,2016-08-28 00:00:00.000,9.2,3012,2,2,1,145,112,2012,Maribyrnong,600000
Maidstone,4,h,S,Biggin,2016-07-30 00:00:00.000,9.2,3012,4,1,2,333,137,1970,Maribyrnong,773000
Malvern,3,h,S,Jellis,2016-06-04 00:00:00.000,7.4,3144,2,2,1,231,180,1890,Stonnington,2050000
Malvern,4,h,S,Jellis,2016-06-04 00:00:00.000,7.4,3144,4,2,2,502,309,2016,Stonnington,3460000
Malvern,4,h,VB,Marshall,2016-08-06 00:00:00.000,7.4,3144,4,2,2,586,195,1890,Stonnington,2400000
Malvern,3,h,VB,Jellis,2016-05-07 00:00:00.000,7.4,3144,3,2,2,396,105,1910,Stonnington,2025000
Malvern,2,u,SP,Marshall,2016-10-08 00:00:00.000,7.4,3144,2,1,1,0,68,2008,Stonnington,611000
Malvern,4,h,S,Kay,2016-08-13 00:00:00.000,7.4,3144,4,3,2,587,392,2016,Stonnington,3800000
Malvern,3,t,PI,Marshall,2016-05-14 00:00:00.000,7.4,3144,3,2,1,227,181,1995,Stonnington,1390000
Malvern,3,h,S,Jellis,2016-10-15 00:00:00.000,7.4,3144,3,1,3,696,128,1910,Stonnington,2415000
Malvern,2,u,SP,hockingstuart,2016-10-15 00:00:00.000,7.4,3144,2,1,1,0,80,1970,Stonnington,566000
Malvern,3,h,S,hockingstuart,2016-04-16 00:00:00.000,7.4,3144,2,1,1,313,132,1910,Stonnington,1437000
Malvern,2,t,S,Thomson,2016-07-16 00:00:00.000,7.4,3144,2,1,1,0,54,1970,Stonnington,500000
Malvern,5,h,SP,Jellis,2016-06-18 00:00:00.000,7.4,3144,4,3,4,807,339,1920,Stonnington,3400000
Malvern,3,h,S,Marshall,2016-06-18 00:00:00.000,7.4,3144,3,2,4,471,235,1985,Stonnington,2355000
Malvern,5,h,S,Marshall,2016-11-19 00:00:00.000,7.4,3144,5,3,3,580,320,1890,Stonnington,4240000
Malvern,2,h,S,J,2016-08-22 00:00:00.000,7.4,3144,2,1,0,254,100,1900,Stonnington,1326000
Malvern,4,h,PI,Marshall,2016-08-22 00:00:00.000,7.4,3144,4,4,2,716,159,1925,Stonnington,4525000
Malvern,4,h,SP,Jellis,2017-02-25 00:00:00.000,7.4,3144,4,2,1,300,185,1890,Stonnington,1965000
Malvern,4,h,S,Marshall,2017-02-25 00:00:00.000,7.4,3144,4,3,2,585,248,1915,Stonnington,3470000
Malvern,2,u,S,Marshall,2017-02-25 00:00:00.000,7.4,3144,2,1,1,0,91,1967,Stonnington,740000
Malvern,5,h,S,Marshall,2017-02-25 00:00:00.000,7.4,3144,5,3,2,501,233,2006,Stonnington,2325000
Malvern,3,h,S,Marshall,2016-06-27 00:00:00.000,7.4,3144,3,2,1,246,106,1910,Stonnington,1970000
Malvern,2,h,S,Marshall,2016-11-27 00:00:00.000,7.4,3144,2,1,1,232,95,2001,Stonnington,1475000
Malvern,2,u,S,Gary,2016-08-28 00:00:00.000,7.4,3144,2,1,1,0,74,1971,Stonnington,584000
Malvern East,3,h,S,Marshall,2016-09-03 00:00:00.000,11.2,3145,3,1,1,322,137,1910,Stonnington,1490000
Malvern East,3,h,S,Marshall,2016-09-03 00:00:00.000,11.2,3145,3,2,1,337,146,1993,Stonnington,1210000
Malvern East,4,h,S,Marshall,2016-12-03 00:00:00.000,11.2,3145,4,2,3,0,223,1915,Stonnington,2355000
Malvern East,2,h,S,Biggin,2016-12-03 00:00:00.000,11.2,3145,2,1,1,310,102,1910,Stonnington,1036000
Malvern East,3,h,S,Marshall,2016-12-03 00:00:00.000,11.2,3145,3,3,1,376,254,1930,Stonnington,2273000
Malvern East,5,h,PI,Jellis,2016-12-03 00:00:00.000,11.2,3145,5,2,2,567,327,1915,Stonnington,2350000
Malvern East,4,h,VB,Jellis,2017-03-04 00:00:00.000,11.2,3145,4,3,2,567,215,1920,Stonnington,2200000
Malvern East,2,u,S,Noel,2017-03-04 00:00:00.000,11.2,3145,2,1,2,196,109,1970,Stonnington,790000
Malvern East,4,h,S,Marshall,2016-06-04 00:00:00.000,11.2,3145,3,2,2,797,180,1950,Stonnington,1185000
Malvern East,3,h,S,Marshall,2016-08-06 00:00:00.000,11.2,3145,4,2,1,769,196,1920,Stonnington,1837000
Malvern East,3,t,S,Jellis,2016-05-07 00:00:00.000,11.2,3145,3,2,1,216,135,1994,Stonnington,1253000
Malvern East,3,t,S,Jellis,2016-09-10 00:00:00.000,11.2,3145,3,2,2,0,138,2000,Stonnington,922000
Malvern East,5,h,S,Marshall,2016-12-10 00:00:00.000,11.2,3145,5,2,4,837,267,1919,Stonnington,4802500
Malvern East,1,u,SP,Thomson,2016-12-10 00:00:00.000,11.2,3145,1,1,1,0,117,1975,Stonnington,350000
Malvern East,3,h,S,Fletchers,2016-06-12 00:00:00.000,11.2,3145,3,2,2,691,150,1950,Stonnington,1555000
Malvern East,4,h,S,Jellis,2016-11-12 00:00:00.000,11.2,3145,4,3,2,412,254,1930,Stonnington,2123000
Malvern East,4,h,VB,Fletchers,2016-05-14 00:00:00.000,11.2,3145,4,3,2,365,110,1930,Stonnington,1700000
Malvern East,2,h,PI,Jellis,2016-05-14 00:00:00.000,11.2,3145,2,1,2,604,119,1960,Stonnington,1150000
Malvern East,4,h,S,Marshall,2016-10-15 00:00:00.000,11.2,3145,4,2,2,526,243,1910,Stonnington,2001000
Malvern East,3,h,PI,C21,2016-04-16 00:00:00.000,11.2,3145,3,2,2,700,126,1920,Stonnington,1915000
Malvern East,3,t,S,Jellis,2016-09-17 00:00:00.000,11.2,3145,3,3,2,0,130,1988,Stonnington,1135000
Malvern East,4,t,PI,Jellis,2017-03-18 00:00:00.000,11.2,3145,4,2,2,310,180,1990,Stonnington,1240000
Malvern East,3,t,PI,Jellis,2017-03-18 00:00:00.000,11.2,3145,3,2,2,181,151,1990,Stonnington,1120000
Malvern East,3,h,S,Marshall,2017-03-18 00:00:00.000,11.2,3145,3,1,2,888,165,1886,Stonnington,1500000
Malvern East,3,u,S,hockingstuart,2016-06-18 00:00:00.000,11.2,3145,2,1,1,170,83,1975,Stonnington,707500
Malvern East,2,u,S,Jellis,2016-06-18 00:00:00.000,11.2,3145,2,1,1,0,118,1930,Stonnington,835000
Malvern East,3,h,S,Jellis,2016-11-19 00:00:00.000,11.2,3145,3,2,1,400,152,1930,Stonnington,1870000
