Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,distribution Latitide,distribution Longitude
Surrey Hills,7/92 Union Rd,2,u,600000,PI,Noel,2016-09-17 00:00:00.000,11.2,3127,2,1,1,101,105,1975,Boroondara,-37.8263,145.0962,-0.067540848,0.310432571
Surrey Hills,1 Marne St,4,h,2125000,PI,Marshall,2016-05-22 00:00:00.000,11.2,3127,4,2,2,702,239,1927,Boroondara,-37.8345,145.095,-0.099079309,0.30704943
Surrey Hills,4/5 Middlesex Rd,2,u,656000,S,Fletchers,2016-05-22 00:00:00.000,11.2,3127,1,1,1,951,76,1970,Boroondara,-37.8261,145.0902,-0.066771617,0.293516867
Surrey Hills,29 Boisdale St,5,h,1518000,S,Fletchers,2016-04-23 00:00:00.000,11.2,3127,5,2,1,632,231,1950,Whitehorse,-37.8352,145.1023,-0.101771617,0.327630202
Surrey Hills,14 Scheele St,3,h,1560000,S,hockingstuart,2016-09-24 00:00:00.000,11.2,3127,0,2,1,335,209,2013,Boroondara,-37.8165,145.0981,-0.02984854,0.31578921
Surrey Hills,3/5 Florence Rd,3,t,865000,S,Noel,2017-02-25 00:00:00.000,11.2,3127,3,1,1,217,101,1970,Whitehorse,-37.8275,145.1032,-0.072156233,0.330167558
Surrey Hills,20 Scottsdale St,4,h,2160000,PI,Jellis,2017-02-25 00:00:00.000,11.2,3127,4,3,4,1064,236,1969,Whitehorse,-37.8324,145.1018,-0.091002386,0.326220561
Surrey Hills,17 Weybridge St,3,h,2300000,S,Fletchers,2016-06-27 00:00:00.000,11.2,3127,3,2,1,735,219,1920,Boroondara,-37.8182,145.096,-0.036387002,0.309868714
Surrey Hills,2/23 Clyde St,2,u,600000,VB,Noel,2016-11-27 00:00:00.000,11.2,3127,2,1,2,124,80,1985,Boroondara,-37.8159,145.0902,-0.027540848,0.293516867
Surrey Hills,17 Empress Rd,3,h,2180000,SP,Jellis,2016-11-27 00:00:00.000,11.2,3127,3,1,2,441,128,1910,Boroondara,-37.8204,145.0887,-0.04484854,0.289287941
Surrey Hills,20 Anderson St,3,h,1251000,S,Woodards,2016-05-28 00:00:00.000,11.2,3127,4,2,1,536,211,1930,Boroondara,-37.8309,145.0946,-0.085233156,0.305921716
Surrey Hills,5 Boronia St,6,h,1650000,PI,Noel,2016-05-28 00:00:00.000,11.2,3127,4,3,2,713,295,1928,Whitehorse,-37.8328,145.104,-0.092540848,0.332422985
Surrey Hills,33 Ross St,4,h,1835000,SP,Jellis,2016-05-28 00:00:00.000,11.2,3127,4,2,2,619,185,1930,Boroondara,-37.8171,145.0934,-0.032156233,0.302538576
Surrey Hills,3/4 Wells St,2,u,778500,S,Noel,2016-05-28 00:00:00.000,11.2,3127,2,1,1,170,78,1960,Boroondara,-37.8186,145.0892,-0.037925463,0.290697583
Templestowe Lower,3 Waratah Dr,4,h,1201000,SP,Zahn,2016-09-03 00:00:00.000,13.8,3107,4,2,2,657,221,1978,Manningham,-37.7624,145.1175,0.178228383,0.370483318
Templestowe Lower,41 Dellfield Dr,4,h,1165000,S,Barry,2016-12-03 00:00:00.000,13.8,3107,4,2,4,673,170,1972,Manningham,-37.7647,145.1246,0.169382229,0.390500234
Templestowe Lower,120 Templestowe Rd,3,h,742500,S,Philip,2016-12-03 00:00:00.000,13.8,3107,3,1,2,313,128,1980,Manningham,-37.7556,145.0946,0.204382229,0.305921716
Templestowe Lower,65 Glenair St,3,h,1101000,S,Barry,2016-06-04 00:00:00.000,13.8,3107,3,2,2,643,135,1965,Manningham,-37.7602,145.1166,0.186689921,0.367945962
Templestowe Lower,8 Corroboree Pl,3,h,1200000,S,Jellis,2016-08-06 00:00:00.000,13.8,3107,3,1,2,730,155,1960,Manningham,-37.76,145.1054,0.187459152,0.336369983
Templestowe Lower,157 Swanston St,4,h,990000,PI,Barry,2016-08-06 00:00:00.000,13.8,3107,4,2,2,652,189,1973,Manningham,-37.7573,145.0994,0.197843767,0.319454279
Templestowe Lower,271 High St,4,h,1500000,SP,Jellis,2016-05-07 00:00:00.000,13.8,3107,4,2,2,420,255,2013,Manningham,-37.767,145.119,0.160536075,0.374712244
Templestowe Lower,315 Thompsons Rd,3,h,1290000,S,Barry,2016-11-07 00:00:00.000,13.8,3107,3,1,2,900,125,1960,Manningham,-37.764,145.1097,0.172074537,0.348492903
Templestowe Lower,360 Thompsons Rd,4,h,790000,PI,Mason,2016-10-08 00:00:00.000,13.8,3107,4,2,5,671,180,1970,Manningham,-37.7631,145.1108,0.175536075,0.351594116
Templestowe Lower,40 Dellfield Dr,5,h,950000,PI,Barry,2016-09-10 00:00:00.000,13.8,3107,5,3,2,700,220,1973,Manningham,-37.7658,145.124,0.16515146,0.388808663
Templestowe Lower,65 Fyfe Dr,4,h,1421000,S,Barry,2016-09-10 00:00:00.000,13.8,3107,4,2,2,650,260,1980,Manningham,-37.7694,145.1222,0.151305306,0.383733952
Templestowe Lower,4 Finn Ct,3,h,1051000,S,Jellis,2016-12-10 00:00:00.000,13.8,3107,3,2,1,962,142,1970,Manningham,-37.7644,145.112,0.170536075,0.354977256
Templestowe Lower,45 Lynnwood Pde,5,h,1710000,S,Barry,2017-03-11 00:00:00.000,13.8,3107,5,2,2,666,355,1980,Manningham,-37.7692,145.1253,0.152074537,0.392473732
Templestowe Lower,16 Clauscen St,4,h,1280000,PI,Jellis,2016-11-12 00:00:00.000,13.8,3107,4,2,2,681,158,1970,Manningham,-37.7646,145.1167,0.169766844,0.368227891
Templestowe Lower,39 Hazel Dr,5,h,750000,PI,hockingstuart,2016-11-12 00:00:00.000,13.8,3107,5,3,4,800,335,2006,Manningham,-37.7696,145.1078,0.150536075,0.343136264
Templestowe Lower,253 Thompsons Rd,4,h,1000000,VB,hockingstuart,2016-08-13 00:00:00.000,13.8,3107,4,3,2,728,164,1970,Manningham,-37.768,145.1027,0.156689921,0.328757916
Templestowe Lower,2/47 Parker St,2,t,678000,S,Barry,2016-10-15 00:00:00.000,13.8,3107,2,1,1,340,90,1980,Manningham,-37.7564,145.1195,0.201305306,0.376121886
Templestowe Lower,13 Tasker St,3,h,1010000,S,Barry,2016-04-16 00:00:00.000,13.8,3107,3,2,2,751,175,1968,Manningham,-37.77,145.1025,0.148997614,0.328194059
Templestowe Lower,34 Parker St,3,h,1210000,PI,Barry,2017-03-18 00:00:00.000,13.8,3107,3,1,1,794,134,1960,Manningham,-37.7569,145.1179,0.199382229,0.371611031
Templestowe Lower,133 MacEdon Rd,4,h,945000,PI,Jellis,2016-06-18 00:00:00.000,13.8,3107,4,2,2,675,181,1985,Manningham,-37.764,145.1145,0.172074537,0.362025466
Templestowe Lower,2/27 Ruffey St,3,u,725000,S,Barry,2016-06-18 00:00:00.000,13.8,3107,3,1,1,465,105,1975,Manningham,-37.7549,145.1185,0.207074537,0.373302602
Templestowe Lower,3 Buller Tce,3,h,1211000,S,Philip,2016-11-19 00:00:00.000,13.8,3107,3,2,2,875,123,1970,Manningham,-37.767,145.1097,0.160536075,0.348492903
Templestowe Lower,135 MacEdon Rd,4,h,1100000,PI,Barry,2016-11-19 00:00:00.000,13.8,3107,4,2,4,654,199,1970,Manningham,-37.7639,145.1145,0.172459152,0.362025466
Templestowe Lower,15 Killarney Rd,3,h,1002000,S,Barry,2016-09-24 00:00:00.000,13.8,3107,3,1,2,799,174,1960,Manningham,-37.7698,145.1028,0.149766844,0.329039844
Templestowe Lower,20 Astley St,4,h,1209000,S,Barry,2016-07-26 00:00:00.000,13.8,3107,4,2,2,770,160,1965,Manningham,-37.7617,145.1065,0.180920691,0.339471195
Templestowe Lower,62 Hodgson St,5,h,2080000,S,Barry,2016-07-26 00:00:00.000,13.8,3107,5,4,2,646,360,2016,Manningham,-37.7625,145.1043,0.177843767,0.33326877
Templestowe Lower,5 MacRobertson St,4,h,1118000,S,Philip,2016-06-27 00:00:00.000,13.8,3107,4,2,2,705,195,1970,Manningham,-37.7595,145.1176,0.189382229,0.370765246
Templestowe Lower,208 Templestowe Rd,4,h,903000,S,Barry,2016-06-27 00:00:00.000,13.8,3107,4,1,2,618,22,1960,Manningham,-37.7564,145.1043,0.201305306,0.33326877
Templestowe Lower,4 Caroline Dr,3,h,1220000,SP,Jellis,2016-11-27 00:00:00.000,13.8,3107,3,1,2,720,133,1960,Manningham,-37.7668,145.1086,0.161305306,0.345391691
Templestowe Lower,26 Horsfall St,4,h,1650000,PI,Jellis,2016-11-27 00:00:00.000,13.8,3107,4,2,2,673,280,2005,Manningham,-37.7647,145.1186,0.169382229,0.37358453
Templestowe Lower,78 Olympus Dr,4,h,1182500,S,Barry,2016-11-27 00:00:00.000,13.8,3107,4,2,2,650,150,1975,Manningham,-37.7764,145.1216,0.124382229,0.382042382
Templestowe Lower,132 Templestowe Rd,4,h,1020000,S,Barry,2016-11-27 00:00:00.000,13.8,3107,4,2,2,652,145,1965,Manningham,-37.7557,145.0957,0.203997614,0.309022929
Templestowe Lower,23 Hotham St,3,h,650000,VB,RT,2016-05-28 00:00:00.000,13.8,3107,3,1,2,327,120,1975,Manningham,-37.7709,145.1104,0.145536075,0.350466402
Templestowe Lower,16 Rosa St,3,h,1509000,S,Barry,2016-05-28 00:00:00.000,13.8,3107,3,2,2,812,158,1960,Manningham,-37.7714,145.1141,0.143612998,0.360897753
Thornbury,2/6 Kemp St,1,u,517500,S,Harcourts,2016-12-03 00:00:00.000,6.5,3071,1,1,0,0,53,1910,Darebin,-37.762,144.996,0.179766844,0.027940324
Thornbury,40/337 Station St,1,u,370000,VB,Jellis,2016-12-03 00:00:00.000,6.5,3071,1,1,1,0,62,1999,Darebin,-37.7634,145.021,0.174382229,0.098422421
Thornbury,3/125 Fyffe St,2,t,805000,S,Nelson,2016-02-04 00:00:00.000,6.5,3071,2,1,2,164,95,2009,Darebin,-37.7536,144.9825,0.212074537,-0.010120009
Thornbury,184 Raleigh St,4,h,1428888,SP,Miles,2017-03-04 00:00:00.000,6.5,3071,4,2,1,470,153,1930,Darebin,-37.7601,145.0122,0.187074537,0.073612723
Thornbury,40 Wales St,2,h,940000,S,Nelson,2016-05-07 00:00:00.000,6.5,3071,2,1,1,372,110,1950,Darebin,-37.7631,145.0091,0.175536075,0.064872943
Thornbury,6/89 Ballantyne St,1,u,270000,PI,Nelson,2016-11-07 00:00:00.000,6.5,3071,1,1,1,0,33,1970,Darebin,-37.7581,144.9944,0.194766844,0.023429469
Thornbury,2/54 Pender St,1,u,365000,S,McGrath,2016-12-10 00:00:00.000,6.5,3071,1,1,1,0,40,1970,Darebin,-37.7544,145.0092,0.208997614,0.065154871
Thornbury,1/13 Mansfield St,2,u,525500,S,Nelson,2017-02-11 00:00:00.000,6.5,3071,2,1,1,724,72,1975,Darebin,-37.7564,145.0026,0.201305306,0.046547597
Thornbury,4 Kelvin Gr,2,h,944000,SP,Barry,2016-06-12 00:00:00.000,6.5,3071,2,1,1,185,78,1900,Darebin,-37.763,145.0025,0.175920691,0.046265669
Thornbury,51 Alston St,3,h,887000,S,Love,2016-11-12 00:00:00.000,6.5,3071,3,2,2,540,129,1935,Darebin,-37.7554,145.0211,0.20515146,0.09870435
Thornbury,220a Mansfield St,3,h,701000,S,Stockdale,2016-08-13 00:00:00.000,6.5,3071,3,3,2,273,71,1958,Darebin,-37.7583,145.0174,0.193997614,0.088272999
Thornbury,46 Harold St,2,h,1110000,SP,Barry,2016-05-14 00:00:00.000,6.5,3071,2,1,0,288,105,1925,Darebin,-37.7564,144.9971,0.201305306,0.031041536
Thornbury,1/219 Raleigh St,1,u,332000,SP,Harcourts,2016-05-14 00:00:00.000,6.5,3071,1,1,1,612,48,1975,Darebin,-37.7603,145.0165,0.186305306,0.085735644
Thornbury,126 Keon St,3,h,1265000,S,Jellis,2016-10-15 00:00:00.000,6.5,3071,3,2,2,397,97,1920,Darebin,-37.7515,144.9857,0.22015146,-0.0010983
Thornbury,111 Smith St,2,h,1085000,S,Nelson,2016-10-15 00:00:00.000,6.5,3071,2,1,2,303,102,1930,Darebin,-37.7569,144.9914,0.199382229,0.014971618
Thornbury,10 Ethel St,3,h,898000,S,hockingstuart,2016-04-16 00:00:00.000,6.5,3071,3,2,2,210,108,2010,Darebin,-37.7551,144.9993,0.206305306,0.037243961
Thornbury,22 Gooch St,3,h,1235000,S,Jellis,2016-04-16 00:00:00.000,6.5,3071,3,3,1,288,133,1920,Darebin,-37.7583,145.0025,0.193997614,0.046265669
Thornbury,52a Leinster Gr,3,t,910500,SP,hockingstuart,2016-04-16 00:00:00.000,6.5,3071,3,2,2,157,144,2010,Darebin,-37.759,144.988,0.191305306,0.005386053
Thornbury,37 Lewis St,3,h,995000,S,Jellis,2016-04-16 00:00:00.000,6.5,3071,2,1,1,327,96,1920,Darebin,-37.7574,144.9854,0.197459152,-0.001944086
Thornbury,84 Raleigh St,2,h,760000,S,Nelson,2016-04-16 00:00:00.000,6.5,3071,2,1,0,0,75,1900,Darebin,-37.7595,145.0061,0.189382229,0.056415091
Thornbury,4/305 Rossmoyne St,2,u,505000,S,Jellis,2016-04-16 00:00:00.000,6.5,3071,2,1,0,0,80,1980,Darebin,-37.7591,145.0211,0.190920691,0.09870435
Thornbury,11 Clarendon St,3,h,1400000,SP,Jellis,2016-09-17 00:00:00.000,6.5,3071,2,2,1,417,159,1920,Darebin,-37.7595,145.0017,0.189382229,0.044010242
Thornbury,50 Leinster Gr,3,h,1110000,S,Nelson,2016-09-17 00:00:00.000,6.5,3071,3,1,1,562,156,1950,Darebin,-37.7602,144.9878,0.186689921,0.004822196
Thornbury,146 Rossmoyne St,3,h,1200000,VB,Nelson,2016-09-17 00:00:00.000,6.5,3071,3,2,1,345,345,1905,Darebin,-37.7582,145.0094,0.194382229,0.065718728
Thornbury,2/2 Dundas St,2,u,450000,S,McGrath,2017-03-18 00:00:00.000,6.5,3071,2,1,1,0,52,1970,Darebin,-37.7526,145.0023,0.215920691,0.045701812
Thornbury,314A Gillies St,2,h,874000,S,Love,2016-11-19 00:00:00.000,6.5,3071,2,1,2,333,2,1985,Darebin,-37.7642,145.0192,0.171305306,0.09334771
Thornbury,152 Gooch St,3,h,1427000,S,Nelson,2016-11-19 00:00:00.000,6.5,3071,3,1,1,275,127,1920,Darebin,-37.7592,145.0105,0.190536075,0.06881994
Thornbury,3/57 Pender St,1,u,383000,S,Love,2016-11-19 00:00:00.000,6.5,3071,1,1,1,0,44,1965,Darebin,-37.7539,145.0075,0.210920691,0.060362089
Thornbury,144 Clarendon St,3,h,1290000,SP,Barry,2016-05-22 00:00:00.000,6.5,3071,3,1,2,435,138,1920,Darebin,-37.7607,145.0105,0.184766844,0.06881994
Thornbury,2/104 Keon St,2,u,450000,PI,Nelson,2016-08-22 00:00:00.000,6.5,3071,2,1,1,335,59,1960,Darebin,-37.7516,144.9871,0.219766844,0.002848697
Thornbury,7/67 Pender St,2,u,438000,SP,Love,2016-08-22 00:00:00.000,6.5,3071,2,1,1,0,66,1970,Darebin,-37.7541,145.0088,0.21015146,0.064027158
Thornbury,50b Clyde St,3,h,1250000,VB,Nelson,2016-09-24 00:00:00.000,6.5,3071,3,2,3,297,234,2013,Darebin,-37.7617,145.0117,0.180920691,0.072203081
Thornbury,56a Leinster Gr,3,t,1070000,S,Jellis,2016-09-24 00:00:00.000,6.5,3071,3,2,2,158,140,2007,Darebin,-37.7588,144.9881,0.192074537,0.005667981
Thornbury,109 Rossmoyne St,3,h,1570000,SP,McGrath,2016-09-24 00:00:00.000,6.5,3071,4,2,1,377,377,1920,Darebin,-37.7578,145.0076,0.195920691,0.060644017
Thornbury,4/85 St David St,2,u,486000,S,Nelson,2016-09-24 00:00:00.000,6.5,3071,2,1,1,0,66,1960,Darebin,-37.761,145.0055,0.183612998,0.054723521
Thornbury,29 Collins St,2,h,1211000,S,hockingstuart,2017-02-25 00:00:00.000,6.5,3071,2,1,0,302,97,1915,Darebin,-37.7549,145.0035,0.207074537,0.049084953
Thornbury,45A Harold St,3,h,1280000,S,Jellis,2017-02-25 00:00:00.000,6.5,3071,3,1,1,253,130,1910,Darebin,-37.7566,144.9965,0.200536075,0.029349966
Thornbury,42 Mansfield St,4,h,1478000,SP,Jellis,2017-02-25 00:00:00.000,6.5,3071,4,2,0,387,152,1900,Darebin,-37.7569,145.0041,0.199382229,0.050776523
Thornbury,39 Smith St,3,h,1913000,S,McGrath,2017-02-25 00:00:00.000,6.5,3071,3,2,2,611,212,1930,Darebin,-37.7575,144.9968,0.197074537,0.030195751
Thornbury,337 Rossmoyne St,4,h,928500,S,Barry,2016-07-26 00:00:00.000,6.5,3071,4,2,2,538,150,1960,Darebin,-37.7595,145.0241,0.189382229,0.107162201
Thornbury,5/82 Gooch St,2,u,432500,S,Barry,2016-06-27 00:00:00.000,6.5,3071,2,1,1,748,56,1965,Darebin,-37.7587,145.0064,0.192459152,0.057260876
Thornbury,2/54 Pender St,1,u,330000,PI,Barry,2016-06-27 00:00:00.000,6.5,3071,1,1,1,0,40,1970,Darebin,-37.7544,145.0092,0.208997614,0.065154871
Thornbury,129 Clarendon St,3,h,1370000,S,Jellis,2016-11-27 00:00:00.000,6.5,3071,3,2,3,417,153,1930,Darebin,-37.7602,145.0084,0.186689921,0.062899444
Thornbury,8/77 Pender St,1,u,303500,SP,Woodards,2016-11-27 00:00:00.000,6.5,3071,1,1,1,0,41,1970,Darebin,-37.7542,145.01,0.209766844,0.067410298
Thornbury,386 Station St,3,h,1160000,SP,McGrath,2016-11-27 00:00:00.000,6.5,3071,3,2,2,644,149,2001,Darebin,-37.7604,145.021,0.185920691,0.098422421
Thornbury,126 Smith St,3,h,1380000,SP,Jellis,2016-08-28 00:00:00.000,6.5,3071,3,2,1,359,128,1920,Darebin,-37.7565,144.9906,0.200920691,0.012716191
Toorak,1/3 Glover Ct,3,h,1435000,S,RT,2016-12-03 00:00:00.000,4.6,3142,3,1,0,889,135,1943,Stonnington,-37.8328,145.0065,-0.092540848,0.057542805
Toorak,10 Myoora Rd,4,h,5500000,VB,Marshall,2016-12-03 00:00:00.000,4.6,3142,4,3,2,691,374,2000,Stonnington,-37.8431,145.021,-0.132156233,0.098422421
Toorak,684 Orrong Rd,4,h,5500000,S,Marshall,2017-03-04 00:00:00.000,4.6,3142,4,4,5,877,332,1923,Stonnington,-37.8447,145.0134,-0.138310079,0.076995864
Toorak,16 Tashinny Rd,3,h,1689000,S,Kay,2017-03-04 00:00:00.000,4.6,3142,3,1,0,222,118,1920,Stonnington,-37.8448,145.0055,-0.138694694,0.054723521
Toorak,4/568 Toorak Rd,3,u,1100000,VB,Rodney,2017-03-04 00:00:00.000,4.6,3142,3,2,1,0,126,1935,Stonnington,-37.8429,145.0227,-0.131387002,0.103215204
Toorak,4/8 Bruce St,2,u,925000,S,RT,2016-08-06 00:00:00.000,4.6,3142,2,2,2,0,109,1970,Stonnington,-37.8371,145.0066,-0.109079309,0.057824733
Toorak,10/1 Ruabon Rd,2,u,450000,PI,Rodney,2016-08-06 00:00:00.000,4.6,3142,2,1,1,0,62,1970,Stonnington,-37.8474,145.0078,-0.148694694,0.061207874
Toorak,1/21 Bruce St,1,u,349000,PI,Williams,2016-05-07 00:00:00.000,4.6,3142,1,1,1,0,38,1958,Stonnington,-37.8369,145.0077,-0.108310079,0.060925945
Toorak,7a Woorigoleen Rd,3,t,2650000,VB,Jellis,2016-09-10 00:00:00.000,4.6,3142,3,3,2,0,291,2000,Stonnington,-37.8428,145.0171,-0.131002386,0.087427214
Toorak,4 Matthews Ct,3,h,2820000,PI,Kay,2016-12-10 00:00:00.000,4.6,3142,3,2,2,600,205,1967,Stonnington,-37.8332,145.0117,-0.094079309,0.072203081
Toorak,4/264 Williams Rd,2,u,810000,SP,Jellis,2016-12-10 00:00:00.000,4.6,3142,2,2,2,0,94,1980,Stonnington,-37.842,145.0046,-0.127925463,0.052186165
Toorak,296A Williams Rd,3,h,2840000,PI,Marshall,2017-03-11 00:00:00.000,4.6,3142,3,2,4,1317,228,2000,Stonnington,-37.838,145.0054,-0.112540848,0.054441592
Toorak,11 Church St,3,t,2700000,VB,Kay,2016-06-12 00:00:00.000,4.6,3142,3,2,2,294,220,2010,Stonnington,-37.8503,145.0292,-0.15984854,0.121540549
Toorak,17 Albany Rd,3,h,6250000,S,Kay,2016-10-15 00:00:00.000,4.6,3142,3,3,2,564,342,2000,Stonnington,-37.8486,145.0244,-0.153310079,0.108007987
Toorak,23 Canberra Rd,4,h,4500000,PI,RT,2016-10-15 00:00:00.000,4.6,3142,4,3,2,732,367,1980,Stonnington,-37.8349,145.01,-0.100617771,0.067410298
Toorak,7/36 Grange Rd,1,u,541000,S,Jellis,2016-10-15 00:00:00.000,4.6,3142,1,1,1,0,57,1970,Stonnington,-37.8373,145.0116,-0.10984854,0.071921153
Toorak,4/83 Grange Rd,3,t,1550000,VB,Kay,2016-10-15 00:00:00.000,4.6,3142,3,2,2,117,214,2000,Stonnington,-37.8343,145.0112,-0.098310079,0.070793439
Toorak,3/1085 Malvern Rd,3,u,2205000,S,Jellis,2016-10-15 00:00:00.000,4.6,3142,4,2,2,0,185,2014,Stonnington,-37.8512,145.0282,-0.163310079,0.118721265
Toorak,11/38 Grange Rd,3,u,950000,S,hockingstuart,2017-03-18 00:00:00.000,4.6,3142,3,1,1,57,107,1960,Stonnington,-37.8371,145.012,-0.109079309,0.073048866
Toorak,17/34 Mathoura Rd,1,u,366000,S,Jellis,2016-06-18 00:00:00.000,4.6,3142,1,1,1,0,35,1967,Stonnington,-37.8464,145.0074,-0.14484854,0.06008016
Toorak,28 Warra St,4,h,2620000,S,Jellis,2016-06-18 00:00:00.000,4.6,3142,4,2,2,516,286,1925,Stonnington,-37.8398,145.0305,-0.119463925,0.125205618
Toorak,13 Bruce St,3,h,1900000,VB,Castran,2016-11-19 00:00:00.000,4.6,3142,3,2,1,268,139,1900,Stonnington,-37.8369,145.0072,-0.108310079,0.059516303
Toorak,4 Nola Ct,4,h,4000000,S,Rodney,2016-11-19 00:00:00.000,4.6,3142,4,2,2,684,331,1963,Stonnington,-37.8485,145.0169,-0.152925463,0.086863357
Toorak,6 Leighton Ct,3,h,4200000,S,Melbourne,2016-04-23 00:00:00.000,4.6,3142,4,4,2,565,331,2005,Stonnington,-37.8448,145.0123,-0.138694694,0.073894651
Toorak,9/28 Power St,2,u,690000,S,Prowse,2017-02-25 00:00:00.000,4.6,3142,2,1,1,0,83,1960,Stonnington,-37.8416,145.0313,-0.126387002,0.127461045
Toorak,23/530 Toorak Rd,2,u,511000,SP,Morleys,2016-06-27 00:00:00.000,4.6,3142,2,1,2,0,68,1970,Stonnington,-37.8424,145.0184,-0.129463925,0.091092283
Toorak,10/264 Williams Rd,3,t,910000,PI,Marshall,2016-11-27 00:00:00.000,4.6,3142,3,2,2,0,136,1980,Stonnington,-37.842,145.0046,-0.127925463,0.052186165
Toorak,28 Bruce St,3,h,2250000,SP,Castran,2016-05-28 00:00:00.000,4.6,3142,3,3,2,575,205,1930,Stonnington,-37.8375,145.0092,-0.110617771,0.065154871
Toorak,10/530 Toorak Rd,2,u,525000,S,Jellis,2016-05-28 00:00:00.000,4.6,3142,2,1,1,0,82,1950,Stonnington,-37.8424,145.0184,-0.129463925,0.091092283
Toorak,16 Cole Ct,3,h,3270000,S,Marshall,2016-08-28 00:00:00.000,4.6,3142,3,2,1,363,215,1935,Stonnington,-37.8445,145.0182,-0.137540848,0.090528426
Viewbank,4 The Glade,3,h,960000,S,Miles,2016-09-03 00:00:00.000,13.8,3084,4,2,2,656,183,1990,Banyule,-37.7322,145.0995,0.294382229,0.319736208
Viewbank,42 Graham Rd,4,h,1010000,S,Miles,2016-12-03 00:00:00.000,13.8,3084,4,3,2,669,163,1960,Banyule,-37.7419,145.083,0.257074537,0.273218023
Viewbank,81 Martins La,3,h,880000,SP,Buckingham,2016-12-03 00:00:00.000,13.8,3084,3,2,4,704,167,1970,Banyule,-37.7327,145.0913,0.292459152,0.29661808
Viewbank,37 Eamon Dr,3,h,770000,S,Barry,2016-06-04 00:00:00.000,13.8,3084,3,2,2,577,135,1970,Banyule,-37.7376,145.0895,0.273612998,0.291543369
Viewbank,14 Rosemary Ct,4,h,730000,PI,Miles,2016-06-04 00:00:00.000,13.8,3084,4,1,1,865,172,1960,Banyule,-37.7297,145.0946,0.303997614,0.305921716
Viewbank,20 Robern Pde,4,h,1005000,S,Darren,2016-11-07 00:00:00.000,13.8,3084,4,2,1,696,183,1950,Banyule,-37.7395,145.0875,0.266305306,0.285904801
Viewbank,16/86 Graham Rd,2,u,555000,SP,Miles,2016-12-10 00:00:00.000,13.8,3084,2,1,2,197,90,1980,Banyule,-37.7393,145.0806,0.267074537,0.266451742
Viewbank,10/86 Graham Rd,2,u,546000,S,Miles,2016-11-12 00:00:00.000,13.8,3084,2,1,1,177,100,1975,Banyule,-37.7388,145.081,0.268997614,0.267579455
Viewbank,17 Lena St,3,h,765000,S,Ray,2016-05-14 00:00:00.000,13.8,3084,3,1,2,608,138,1975,Banyule,-37.7396,145.0885,0.265920691,0.288724085
Viewbank,19 Lena St,3,h,920000,S,Miles,2016-05-14 00:00:00.000,13.8,3084,3,2,2,834,143,1975,Banyule,-37.7396,145.0884,0.265920691,0.288442156
Viewbank,24 Northwood Dr,5,h,1025000,S,Nelson,2016-09-17 00:00:00.000,13.8,3084,5,3,2,531,233,1978,Banyule,-37.7378,145.0955,0.272843767,0.308459072
Viewbank,44 Martins La,4,h,895000,S,Miles,2016-06-18 00:00:00.000,13.8,3084,4,2,2,700,18,1980,Banyule,-37.7326,145.0881,0.292843767,0.287596371
Viewbank,40 Castleton Rd,3,h,820000,S,Morrison,2016-05-22 00:00:00.000,13.8,3084,3,2,2,628,177,1960,Banyule,-37.7314,145.0941,0.297459152,0.304512074
Viewbank,159 Graham Rd,3,h,870000,SP,Nelson,2016-08-22 00:00:00.000,13.8,3084,3,1,2,698,137,1960,Banyule,-37.7343,145.0837,0.286305306,0.275191522
Viewbank,3 The Nook,4,h,1050000,VB,Nelson,2016-07-26 00:00:00.000,13.8,3084,4,2,2,660,202,1977,Banyule,-37.7375,145.0917,0.273997614,0.297745793
Watsonia,4 French Ct,3,h,660000,S,Ken,2016-12-03 00:00:00.000,14.9,3087,3,1,0,583,124,1970,Banyule,-37.7137,145.0778,0.365536075,0.258557747
Watsonia,57 Frensham Rd,3,h,581000,S,Barry,2016-12-03 00:00:00.000,14.9,3087,3,2,2,567,100,1970,Banyule,-37.7148,145.0851,0.361305306,0.279138519
Watsonia,5 Sarong St,3,h,600000,SP,Barry,2016-06-04 00:00:00.000,14.9,3087,3,1,1,605,129,1970,Banyule,-37.7166,145.0837,0.354382229,0.275191522
Watsonia,2/21 High St,3,h,690000,S,Buckingham,2016-08-06 00:00:00.000,14.9,3087,3,2,1,308,129,2015,Banyule,-37.7078,145.0807,0.388228383,0.26673367
Watsonia,1/42 Wattle Dr,3,h,582000,S,Ken,2016-10-08 00:00:00.000,14.9,3087,3,1,0,302,90,1950,Banyule,-37.7163,145.0768,0.355536075,0.255738463
Watsonia,7 French Ct,3,h,740000,S,Buckingham,2016-09-10 00:00:00.000,14.9,3087,3,1,1,591,104,1960,Banyule,-37.7135,145.0783,0.366305306,0.259967389
Watsonia,56 Frensham Rd,3,h,671000,S,Barry,2016-11-12 00:00:00.000,14.9,3087,3,2,2,280,163,2002,Banyule,-37.7153,145.0854,0.359382229,0.279984305
Watsonia,1 Meagher St,3,h,741000,SP,Buckingham,2016-11-12 00:00:00.000,14.9,3087,3,1,1,671,103,1960,Banyule,-37.7072,145.0855,0.390536075,0.280266233
